entry_time,entry_price,side,amount,sl,tp,reason,status,strategy,exit_time,exit_price,exit_reason,pnl
1755079200000,201.5,buy,4.927859305751811,181.36347276466316,261.9095817060105,"策略A: 密集向上突破确认 (连续2根, High: 192.05)",CLOSED,A,1755493200000.0,181.36347276466316,STOP_LOSS,-99.22997312217944
1755097200000,197.45,buy,18.614250306154624,192.1194061446503,213.44178156604906,"策略B: 上涨回踩MA20确认 (MA20: 197.12, ATR: 3.34)",CLOSED,B,1755172800000.0,192.1194061446503,STOP_LOSS,-99.22500830392893
1755932400000,205.18,buy,4.823754478969117,184.61841666666666,266.8647500000001,"策略A: 密集向上突破确认 (连续2根, High: 197.22)",CLOSED,A,1760130000000.0,184.61841666666666,STOP_LOSS,-99.18402969886347
1755950400000,202.01,buy,20.63031492041342,197.20255612957186,216.43233161128438,"策略B: 上涨回踩MA20确认 (MA20: 201.14, ATR: 2.63)",CLOSED,B,1756116000000.0,197.20255612957186,STOP_LOSS,-99.1790810091435
1757761200000,241.94,buy,38.741045588795764,239.38100768261668,249.61697695214994,"策略B: 上涨回踩MA20确认 (MA20: 241.81, ATR: 1.62)",CLOSED,B,1757768400000.0,239.38100768261668,STOP_LOSS,-99.1380380291251
1758585600000,219.67,sell,20.1470317125713,224.58609272256015,204.9217218323195,"策略B: 下跌反弹MA20受阻 (MA20: 221.18, ATR: 2.27)",CLOSED,B,1758686400000.0,204.9217218323195,TAKE_PROFIT,297.13402795008193
1758715200000,211.94,sell,23.279473257441353,216.1927417798142,199.18177466055735,"策略B: 下跌反弹MA20受阻 (MA20: 212.79, ATR: 2.27)",CLOSED,B,1758722400000.0,216.1927417798142,STOP_LOSS,-99.00158853398857
1758873600000,196.15,sell,20.142846848898674,201.06250435364566,181.41248693906303,"策略B: 下跌反弹MA20受阻 (MA20: 196.94, ATR: 2.75)",CLOSED,B,1758906000000.0,201.06250435364566,STOP_LOSS,-98.95182284003248
1759478400000,231.03,buy,24.40031215051553,226.976290265513,243.191129203461,"策略B: 上涨回踩MA20确认 (MA20: 230.71, ATR: 2.49)",CLOSED,B,1759586400000.0,226.976290265513,STOP_LOSS,-98.91178288906623
1760140800000,187.74,sell,2.6928673357756043,224.44858333333335,77.61425,"策略A: 密集向下突破确认 (连续2根, Low: 209.66)",OPEN,A,,,,
1760202000000,183.06,sell,13.44706744153119,190.4109571983753,161.00712840487407,"策略B: 下跌反弹MA20受阻 (MA20: 184.59, ATR: 3.88)",CLOSED,B,1760281200000.0,190.4109571983753,STOP_LOSS,-98.848817206362
1760727600000,181.95,sell,19.01706430162535,187.14657770499863,166.36026688500405,"策略B: 下跌反弹MA20受阻 (MA20: 182.07, ATR: 3.39)",CLOSED,B,1760770800000.0,187.14657770499863,STOP_LOSS,-98.82365236435193
1762268400000,161.48,sell,15.882286943939814,167.70005127127536,142.8198461861739,"策略B: 下跌反弹MA20受阻 (MA20: 162.99, ATR: 3.14)",CLOSED,B,1762732800000.0,167.70005127127536,STOP_LOSS,-98.788639096413
1763132400000,142.24,sell,18.537258069409937,147.56778448360845,126.25664654917469,"策略B: 下跌反弹MA20受阻 (MA20: 142.54, ATR: 3.35)",CLOSED,B,1763708400000.0,126.25664654917469,TAKE_PROFIT,296.2875477325428
